"","codew","flux_umolm2sec","plot_code","sub_plot","plot_corner_code","collar_number","measurement_code","treatment_code_partitioning","disturbance_code_control","litter_code","replica","year","egm_measurement","recno","day","month","hour","min","co2ref_ppm_sec","InputD","time","InputF","atmp_mb","probe_type","quality_code","comments","collar_num","vwc_percent_in","vwc_percent_out","soil_temp_c_in","soil_temp_c_out","air_temp_c","ch_new","ch_fill","collar_diam","codew"
"7515","8.2.25.6.2008","2.04656146089939","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2008,NA,27,25,6,9,59,467,37,124,0.28,999,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,2.686875,12,"8.2.25.6.2008"
"7516","8.2.25.6.2012","6.67617915922026","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2012,NA,13,25,6,10,21,494,52,57,0.87,997,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,4.936875,12,"8.2.25.6.2012"
"7517","8.2.25.6.2015","3.61021470030983","TAM-05",8,"NaN",8,"TOTAL","NaN","NaN","normal",2,2015,65,25,25,6,9,35,472,51,115,0.42,996,8,"good","NaN",8,NA,9,NA,23.5,24.4,5,5,12,"8.2.25.6.2015"
"7518","8.2.25.7.2013","1.16122991603784","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2013,NA,27,25,7,10,53,423,19,124,0.15,1003,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,4.722,12,"8.2.25.7.2013"
"7519","8.2.25.8.2009","4.09930126324507","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2009,NA,20,25,8,8,21,479,52,91,0.54,994,8,NA,NA,8,NA,29.8,NA,NA,25.4508076923077,4.92857142857143,4.92857142857143,12,"8.2.25.8.2009"
"7520","8.2.25.8.2011","1.50713401358252","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2011,NA,27,25,8,11,8,438,27,124,0.2,996,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,5.01428571428571,12,"8.2.25.8.2011"
"7521","8.2.26.10.2005","5.67870306987688","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2005,NA,16,26,10,9,53,483,53,72,0.69,991,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,4.95,12,"8.2.26.10.2005"
"7522","8.2.26.10.2006","5.81662946973896","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2006,NA,18,26,10,9,40,491,52,81,0.6,992,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,4.95,12,"8.2.26.10.2006"
"7523","8.2.26.10.2008","3.65616709526449","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2008,NA,24,26,10,9,38,471,51,110,0.43,992,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,4.95,12,"8.2.26.10.2008"
"7524","8.2.26.10.2011","4.55982483120212","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2011,NA,26,26,10,12,9,625,52,120,0.41,990,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,5.7,12,"8.2.26.10.2011"
"7525","8.2.26.12.2015","2.5432833540363","TAM-05",8,"NaN",8,"TOTAL","NaN","NaN","normal",2,2015,65,48,26,12,10,0,502,49,124,0.37,987,8,"good","NaN",8,NA,25,NA,25.3,26.2,6,6,12,"8.2.26.12.2015"
"7526","8.2.26.2.2016","2.92022890608911","TAM-05",8,"NaN",8,"TOTAL","NaN","NaN","normal",2,2016,65,24,26,2,10,22,600,52,110,0.44,986,8,"good","NaN",8,NA,30,NA,26.3,27,0,0,12,"8.2.26.2.2016"
"7527","8.2.26.3.2009","3.88366574219403","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2009,NA,19,26,3,9,59,485,51,86,0.55,991,8,NA,NA,8,NA,41,NA,NA,25.4508076923077,4.7,4.7,12,"8.2.26.3.2009"
"7528","8.2.26.4.2009","4.34499576995669","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2009,NA,18,26,4,9,24,501,50,81,0.58,995,8,NA,NA,8,NA,26.8333333333333,NA,NA,25.4508076923077,5.11625,5.11625,12,"8.2.26.4.2009"
"7529","8.2.26.5.2008","3.9439352652161","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2008,NA,25,26,5,9,49,576,50,115,0.41,992,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,9.40357142857143,12,"8.2.26.5.2008"
"7530","8.2.26.5.2012","4.96181360592292","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2012,NA,17,26,5,10,8,485,52,76,0.65,994,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,4.82857142857143,12,"8.2.26.5.2012"
"7531","8.2.26.8.2008","2.9194331064834","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2008,NA,27,26,8,9,23,482,44,124,0.33,993,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,7.98928571428571,12,"8.2.26.8.2008"
"7532","8.2.26.8.2012","2.96054989716286","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2012,NA,26,26,8,10,11,503,51,120,0.4,1001,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,5.01428571428571,12,"8.2.26.8.2012"
"7533","8.2.26.9.2009","3.25059213609975","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2009,NA,26,26,9,7,44,708,50,120,0.4,991,8,NA,NA,8,NA,38.2,NA,NA,25.4508076923077,4.25714285714286,4.25714285714286,12,"8.2.26.9.2009"
"7534","8.2.27.11.2005","4.63464797403599","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2005,NA,19,27,11,10,47,504,51,86,0.56,986,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,3.792,12,"8.2.27.11.2005"
"7535","8.2.27.2.2006","3.40523934157768","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2006,NA,19,27,2,10,7,439,51,86,0.56,991,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,2.35,12,"8.2.27.2.2006"
"7536","8.2.27.2.2014","5.87275599590675","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2014,NA,15,27,2,1,9,521,52,67,0.74,992,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,5.4375,12,"8.2.27.2.2014"
"7537","8.2.27.3.2006","4.27373000109712","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2006,NA,19,27,3,9,56,489,52,86,0.57,995,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,2.35,12,"8.2.27.3.2006"
"7538","8.2.27.4.2012","6.67715208006114","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2012,NA,13,27,4,10,15,498,51,57,0.85,992,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,5.975,12,"8.2.27.4.2012"
"7539","8.2.27.5.2006","4.26860494388504","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2006,NA,26,27,5,9,3,717,51,120,0.4,994,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,9.40357142857143,12,"8.2.27.5.2006"
"7540","8.2.27.5.2009","3.44738291904875","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2009,NA,24,27,5,10,2,435,50,110,0.42,993,8,NA,NA,8,NA,26.6,NA,NA,25.4508076923077,4.75714285714286,4.75714285714286,12,"8.2.27.5.2009"
"7541","8.2.27.5.2011","2.32483097592069","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2011,NA,27,27,5,8,22,484,35,124,0.26,998,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,4.82857142857143,12,"8.2.27.5.2011"
"7542","8.2.27.7.2005","1.76854162146115","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2005,NA,27,27,7,10,36,422,32,124,0.24,996,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,1.647,12,"8.2.27.7.2005"
"7543","8.2.27.7.2012","1.97480205063265","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2012,NA,27,27,7,8,59,655,41,124,0.31,995,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,4.722,12,"8.2.27.7.2012"
"7544","8.2.27.7.2016","2.53134204660605","TAM-05",8,"NaN",8,"TOTAL","NaN","NaN","normal",2,2016,65,24,27,7,9,52,451,34,105,0.3,994,8,"good","NaN",8,NA,17.95,NA,23.6,24.95,11.05,11.05,12,"8.2.27.7.2016"
"7545","8.2.27.8.2006","3.49979171194143","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2006,NA,27,27,8,9,2,503,47,124,0.35,992,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,7.98928571428571,12,"8.2.27.8.2006"
"7546","8.2.28.1.2006","4.4418243808149","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2006,NA,23,28,1,9,33,619,51,105,0.46,993,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,4.75166666665,12,"8.2.28.1.2006"
"7547","8.2.28.1.2011","4.68513356568636","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2011,NA,16,28,1,8,22,533,50,72,0.66,991,8,NA,NA,8,NA,42.2857142857143,NA,NA,25.4508076923077,5.845,5.845,12,"8.2.28.1.2011"
"7548","8.2.28.1.2016","4.79006411053022","TAM-05",8,"NaN",8,"TOTAL","NaN","NaN","normal",2,2016,65,14,28,1,13,38,442,47,57,0.77,985,8,"good","NaN",8,NA,29.5,NA,26.3,27.9,6,6,12,"8.2.28.1.2016"
"7549","8.2.28.10.2014","5.8934134472242","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2014,NA,15,28,10,8,53,504,50,67,0.7,990,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,5.7,12,"8.2.28.10.2014"
"7550","8.2.28.11.2012","3.98597633606499","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2012,NA,22,28,11,0,0,522,52,81,0.6,988,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,3.017,12,"8.2.28.11.2012"
"7551","8.2.28.2.2012","6.99950569279584","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2012,NA,13,28,2,12,58,503,51,57,0.84,992,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,5.4375,12,"8.2.28.2.2012"
"7552","8.2.28.3.2014","4.35361924766568","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2014,NA,19,28,3,0,32,508,51,86,0.56,992,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,5.225,12,"8.2.28.3.2014"
"7553","8.2.28.3.2016","NaN","TAM-05",8,"NaN",8,"TOTAL","NaN","NaN","normal",2,2016,65,27,28,3,10,0,488,31,124,0.23,995,8,"good","NaN",8,NA,31.2,NA,24.7,24.6,1.1,1.1,12,"8.2.28.3.2016"
"7554","8.2.28.4.2005","2.84381261585888","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2005,NA,27,28,4,10,45,432,51,124,0.38,996,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,3.108125,12,"8.2.28.4.2005"
"7555","8.2.28.4.2007","2.40200279284973","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2007,NA,27,28,4,9,24,445,39,124,0.3,999,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,3.108125,12,"8.2.28.4.2007"
"7556","8.2.28.8.2016","2.85643035256719","TAM-05",8,"NaN",8,"TOTAL","NaN","NaN","normal",2,2016,65,24,28,8,9,28,521,51,110,0.44,990,8,"good","NaN",8,NA,14,NA,25.5,28.3,1.2,1.2,12,"8.2.28.8.2016"
"7557","8.2.28.9.2016","2.92605512543143","TAM-05",8,"NaN",8,"TOTAL","NaN","NaN","normal",2,2016,65,22,28,9,9,3,577,50,100,0.47,996,8,"good","NaN",8,NA,13,NA,24.3,27.1,1.4,1.4,12,"8.2.28.9.2016"
"7558","8.2.29.1.2012","6.21144524804563","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2012,NA,26,29,1,11,0,501,52,120,0.41,990,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,6.6475,12,"8.2.29.1.2012"
"7559","8.2.29.10.2016","3.62518342703466","TAM-05",8,"NaN",8,"TOTAL","NaN","NaN","normal",2,2016,65,20,29,10,8,46,487,51,91,0.53,994,8,"good","NaN",8,NA,18.45,NA,24.85,26.45,4.05,4.05,12,"8.2.29.10.2016"
"7560","8.2.29.5.2013","3.61669954856944","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2013,NA,27,29,5,8,14,533,43,124,0.32,988,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,4.82857142857143,12,"8.2.29.5.2013"
"7561","8.2.29.6.2016","1.4877361580186","TAM-05",8,"NaN",8,"TOTAL","NaN","NaN","normal",2,2016,65,22,29,6,10,31,433,28,96,0.28,996,8,"good","NaN",8,NA,12,NA,20.7,20.6,0,0,12,"8.2.29.6.2016"
"7562","8.2.29.8.2005","4.46294003589306","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2005,NA,23,29,8,10,30,514,52,105,0.46,990,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,7.98928571428571,12,"8.2.29.8.2005"
"7563","8.2.30.11.2011","6.37373693924083","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2011,NA,12,30,11,11,36,598,52,52,0.93,992,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,3.017,12,"8.2.30.11.2011"
"7564","8.2.30.5.2007","5.52133436259922","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2007,NA,21,30,5,9,59,426,53,96,0.52,1000,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,9.40357142857143,12,"8.2.30.5.2007"
"7565","8.2.30.8.2007","2.9194331064834","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2007,NA,27,30,8,9,58,427,40,124,0.3,993,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,7.98928571428571,12,"8.2.30.8.2007"
"7566","8.2.30.9.2005","2.32873812520676","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2005,NA,27,30,9,8,7,654,38,124,0.29,992,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,2.72857142857143,12,"8.2.30.9.2005"
"7567","8.2.30.9.2015","2.65603610160259","TAM-05",8,"NaN",8,"TOTAL","NaN","NaN","normal",2,2015,65,27,30,9,9,24,509,48,124,0.36,988,8,"good","NaN",8,NA,18,NA,25.7,27.8,5.9,5.9,12,"8.2.30.9.2015"
"7568","8.2.31.7.2009","3.7485101673113","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2009,NA,24,31,7,8,45,477,51,110,0.44,996,8,NA,NA,8,NA,25.6666666666667,NA,NA,25.4508076923077,3.294,3.294,12,"8.2.31.7.2009"
"7569","8.2.4.5.2014","4.12652506461732","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2014,NA,21,4,5,10,5,469,51,96,0.5,992,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,4.82857142857143,12,"8.2.4.5.2014"
"7570","8.3.1.3.2009","6.99652572690291","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,3,2009,NA,18,1,3,16,29,489,50,81,0.58,985,8,NA,NA,8,NA,41,NA,NA,25.4508076923077,4.7,4.7,12,"8.3.1.3.2009"
"7571","8.3.1.8.2007","5.1394552060406","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,3,2007,NA,22,1,8,10,20,518,53,100,0.5,994,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,3.3,12,"8.3.1.8.2007"
"7572","8.3.13.12.2005","5.36118345719631","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,3,2005,NA,15,13,12,11,33,619,52,67,0.74,986,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,3.65,12,"8.3.13.12.2005"
"7573","8.3.17.12.2007","5.53673075672201","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,3,2007,NA,14,17,12,12,12,461,50,62,0.75,990,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,3.65,12,"8.3.17.12.2007"
"7574","8.3.17.12.2009","4.54299022877658","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,3,2009,NA,17,17,12,9,28,469,51,76,0.62,988,8,NA,NA,8,NA,27.5,NA,NA,25.4508076923077,3.75,3.75,12,"8.3.17.12.2009"
"7575","8.3.18.12.2006","4.31069598870713","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,3,2006,NA,22,18,12,8,14,478,52,100,0.49,991,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,3.65,12,"8.3.18.12.2006"
"7576","8.3.19.12.2008","4.95998796956347","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,3,2008,NA,16,19,12,9,45,539,52,72,0.68,990,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,3.65,12,"8.3.19.12.2008"
"7577","8.3.2.10.2006","3.87404483919123","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,3,2006,NA,22,2,10,9,14,559,51,100,0.47,993,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,3.725,12,"8.3.2.10.2006"
"7578","8.3.20.11.2007","7.40561106279442","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,3,2007,NA,11,20,11,10,13,536,54,48,1.07,991,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,3.725,12,"8.3.20.11.2007"
"7579","8.3.22.11.2008","3.71533774547693","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,3,2008,NA,22,22,11,9,28,461,50,100,0.47,992,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,3.725,12,"8.3.22.11.2008"
"7580","8.3.22.2.2008","4.64417218184617","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,3,2008,NA,18,22,2,10,34,464,50,81,0.58,992,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,3.725,12,"8.3.22.2.2008"
"7581","8.3.22.3.2008","4.612720083689","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,3,2008,NA,17,22,3,11,31,451,51,76,0.63,991,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,4.2,12,"8.3.22.3.2008"
"7582","8.3.22.6.2007","3.47404875223289","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,3,2007,NA,24,22,6,9,2,720,52,110,0.44,994,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,4.025,12,"8.3.22.6.2007"
"7583","8.3.22.9.2008","2.011492419698","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,3,2008,NA,31,22,9,10,35,430,41,124,0.31,996,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,3.65,12,"8.3.22.9.2008"
"7584","8.3.23.1.2008","4.12344068656211","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,3,2008,NA,19,23,1,10,33,471,50,86,0.55,988,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,2.97777777775,12,"8.3.23.1.2008"
"7585","8.3.23.10.2007","4.5431980386879","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,3,2007,NA,16,23,10,9,49,487,50,72,0.66,993,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,3.725,12,"8.3.23.10.2007"
"7586","8.3.23.2.2010","3.97191360166398","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,3,2010,NA,21,23,2,9,14,477,52,96,0.51,988,8,NA,NA,8,NA,36,NA,NA,25.4508076923077,3.7,3.7,12,"8.3.23.2.2010"
"7587","8.3.23.6.2006","4.27647331083579","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,3,2006,NA,19,23,6,9,0,478,50,86,0.55,997,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,4.025,12,"8.3.23.6.2006"
"7588","8.3.23.7.2006","2.58295604084588","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,3,2006,NA,27,23,7,10,8,516,44,124,0.33,993,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,3.4,12,"8.3.23.7.2006"
"7589","8.3.24.1.2007","7.82088392220626","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,3,2007,NA,10,24,1,9,22,512,53,43,1.16,990,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,2.97777777775,12,"8.3.24.1.2007"
"7590","8.3.24.11.2006","4.94878992710705","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,3,2006,NA,18,24,11,8,41,476,50,81,0.58,991,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,3.725,12,"8.3.24.11.2006"
"7591","8.3.24.11.2009","3.28007958092104","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,3,2009,NA,22,24,11,8,43,485,50,100,0.47,988,8,NA,NA,8,NA,23,NA,NA,25.4508076923077,3.55,3.55,12,"8.3.24.11.2009"
"7592","8.3.24.4.2006","5.0586599798636","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,3,2006,NA,18,24,4,9,32,566,51,81,0.6,993,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,4.60875,12,"8.3.24.4.2006"
"7593","8.3.24.6.2009","3.38347873682712","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,3,2009,NA,21,24,6,10,13,484,51,96,0.51,995,8,NA,NA,8,NA,38,NA,NA,25.4508076923077,3.95,3.95,12,"8.3.24.6.2009"
"7594","8.3.24.7.2008","3.65387063890762","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,3,2008,NA,23,24,7,9,39,563,52,105,0.47,995,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,3.4,12,"8.3.24.7.2008"
"7595","8.3.24.9.2007","2.47568297808984","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,3,2007,NA,27,24,9,11,0,436,40,124,0.3,996,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,3.65,12,"8.3.24.9.2007"
"7596","8.3.25.1.2009","4.64023273031335","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,3,2009,NA,18,25,1,9,54,474,50,81,0.57,988,8,NA,NA,8,NA,37,NA,NA,25.4508076923077,4.5555555555,4.5555555555,12,"8.3.25.1.2009"
"7597","8.3.25.1.2010","3.28671941812939","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,3,2010,NA,22,25,1,9,49,506,52,100,0.48,990,8,NA,NA,8,NA,37.5,NA,NA,25.4508076923077,3.55,3.55,12,"8.3.25.1.2010"
"7598","8.3.25.10.2009","3.75138986016674","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,3,2009,NA,20,25,10,9,27,495,52,91,0.53,990,8,NA,NA,8,NA,32.5,NA,NA,25.4508076923077,3.9,3.9,12,"8.3.25.10.2009"
"7599","8.3.25.2.2007","4.19660881432148","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,3,2007,NA,22,25,2,10,21,486,52,100,0.49,996,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,3.725,12,"8.3.25.2.2007"
"7600","8.3.25.3.2007","4.20546710444375","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,3,2007,NA,21,25,3,10,16,485,50,96,0.49,993,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,4.2,12,"8.3.25.3.2007"
"7601","8.3.25.4.2008","3.26036494170463","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,3,2008,NA,25,25,4,8,57,624,51,115,0.42,992,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,4.60875,12,"8.3.25.4.2008"
"7602","8.3.25.6.2005","3.47754377109831","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,3,2005,NA,23,25,6,8,59,568,50,105,0.45,995,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,4.025,12,"8.3.25.6.2005"
"7603","8.3.25.6.2008","2.21965470853292","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,3,2008,NA,27,25,6,10,2,512,34,124,0.26,998,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,4.025,12,"8.3.25.6.2008"
"7604","8.3.25.8.2009","3.89671178646788","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,3,2009,NA,20,25,8,8,24,479,50,91,0.52,994,8,NA,NA,8,NA,22,NA,NA,25.4508076923077,3.75,3.75,12,"8.3.25.8.2009"
"7605","8.3.26.10.2005","5.40727708672613","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,3,2005,NA,17,26,10,9,56,486,53,76,0.65,990,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,3.725,12,"8.3.26.10.2005"
"7606","8.3.26.10.2006","5.5730066182154","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,3,2006,NA,17,26,10,9,42,545,54,76,0.66,992,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,3.725,12,"8.3.26.10.2006"
"7607","8.3.26.10.2008","3.09611478789744","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,3,2008,NA,23,26,10,9,41,473,51,105,0.46,992,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,3.725,12,"8.3.26.10.2008"
"7608","8.3.26.3.2009","6.29818161480809","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,3,2009,NA,17,26,3,10,1,480,51,76,0.63,991,8,NA,NA,8,NA,41,NA,NA,25.4508076923077,4.7,4.7,12,"8.3.26.3.2009"
"7609","8.3.26.4.2009","3.99680611157851","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,3,2009,NA,19,26,4,9,26,500,50,86,0.55,995,8,NA,NA,8,NA,15.3333333333333,NA,NA,25.4508076923077,4.5175,4.5175,12,"8.3.26.4.2009"
"7610","8.3.26.5.2008","3.36483857951206","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,3,2008,NA,25,26,5,9,53,489,51,115,0.42,992,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,4.30875,12,"8.3.26.5.2008"
"7611","8.3.26.8.2008","1.96508581407435","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,3,2008,NA,27,26,8,9,26,471,38,124,0.28,994,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,3.3,12,"8.3.26.8.2008"
"7612","8.3.26.9.2009","2.65075257136939","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,3,2009,NA,27,26,9,7,46,687,50,124,0.37,991,8,NA,NA,8,NA,28.5,NA,NA,25.4508076923077,3.55,3.55,12,"8.3.26.9.2009"
"7613","8.3.27.11.2005","5.23156008817913","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,3,2005,NA,17,27,11,10,49,497,53,76,0.65,986,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,3.725,12,"8.3.27.11.2005"
"7614","8.3.27.2.2006","4.63949055666285","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,3,2006,NA,23,27,2,10,10,476,52,105,0.47,991,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,3.725,12,"8.3.27.2.2006"
"7615","8.3.27.3.2006","4.95074118728513","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,3,2006,NA,18,27,3,9,58,470,51,81,0.59,995,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,4.2,12,"8.3.27.3.2006"
